,Year,County,Cases,Area_km,Perm_pop,Live-births,Infant_deaths,Children,Internal_immigration,Internal_emmigration,Dwellings,Street_taps,HH_water_net,HH_water_net_CY,HH_sewer_net,HH_electric_net,HH_gas_net,HH_dist_heat_net,HH_hot_water_net,HH_trash_serv,Num_general_pract,Num_pediatrican,GP_Nurses,Hospital_Beds,Gyno_ped_nurses,Pharmacies,Branch_pharmacies,Job_seekers,BACS_adjacent,BARANYA_adjacent,BEKES_adjacent,BORSOD_adjacent,BUDAPEST_adjacent,CSONGRAD_adjacent,FEJER_adjacent,GYOR_adjacent,HAJDU_adjacent,HEVES_adjacent,JASZ_adjacent,KOMAROM_adjacent,NOGRAD_adjacent,PEST_adjacent,SOMOGY_adjacent,SZABOLCS_adjacent,TOLNA_adjacent,VAS_adjacent,VESZPREM_adjacent,ZALA_adjacent
64,2009,FEJER,1053,4358.46,433858.0,3937.0,22.0,62785.0,18155.0,18178.0,169249.0,782.0,163613.0,1339.0,119149.0,215153.0,146703.0,41808.0,32383.0,157408.0,196.0,62.0,242.0,2528.0,195.0,101.0,41.0,23448.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
65,2010,FEJER,1722,4358.45,432677.0,3762.0,13.0,61850.0,18666.0,18693.0,169812.0,766.0,164389.0,849.0,121515.0,214539.0,145004.0,41829.0,32370.0,157631.0,195.0,62.0,239.0,2579.0,200.0,99.0,42.0,23175.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
66,2011,FEJER,1789,4358.45,431759.0,3631.0,19.0,61259.0,22637.0,21949.0,174872.0,722.0,164477.0,398.0,122334.0,212285.0,141821.0,42260.0,32263.0,157714.0,195.0,60.0,239.0,2501.0,198.0,101.0,42.0,21146.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
67,2012,FEJER,2160,4358.45,431087.0,3741.0,19.0,61173.0,22136.0,22013.0,175167.0,732.0,165280.0,592.0,127331.0,213315.0,142198.0,41733.0,31749.0,157918.0,193.0,61.0,245.0,2343.0,194.0,102.0,39.0,21743.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
68,2013,FEJER,1039,4358.45,430136.0,3729.0,21.0,61049.0,21308.0,21561.0,175342.0,745.0,168915.0,757.0,133745.0,213651.0,143078.0,41688.0,31773.0,0.0,189.0,58.0,236.0,2514.0,203.0,95.0,39.0,14720.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
69,2014,FEJER,1232,4357.93,428866.0,3714.0,17.0,60926.0,23063.0,23540.0,175503.0,820.0,170229.0,546.0,137770.0,213765.0,141870.0,41608.0,31754.0,0.0,188.0,58.0,243.0,2316.0,196.0,94.0,38.0,13041.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
70,2005,GYOR,3524,4208.48,440628.0,4356.0,28.0,65188.0,19319.0,17893.0,175483.0,987.0,172484.0,3024.0,139435.0,207996.0,124418.0,34384.0,31264.0,167908.0,212.0,60.0,236.0,3415.0,216.0,84.0,53.0,9819.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
71,2006,GYOR,1977,4208.1,441711.0,4346.0,21.0,64718.0,22290.0,20993.0,176993.0,1007.0,174128.0,2014.0,143139.0,209929.0,128830.0,34466.0,31507.0,170037.0,214.0,60.0,234.0,3430.0,211.0,86.0,53.0,8199.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
72,2007,GYOR,2672,4208.25,443520.0,4186.0,20.0,64329.0,23951.0,21628.0,179189.0,1048.0,176223.0,2521.0,149260.0,212700.0,131578.0,34473.0,31518.0,171092.0,214.0,60.0,235.0,3196.0,213.0,92.0,53.0,8658.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
73,2008,GYOR,2453,4208.2,445264.0,4260.0,11.0,64155.0,19453.0,16423.0,180802.0,1034.0,177928.0,1897.0,152754.0,216152.0,134015.0,34426.0,31434.0,172379.0,211.0,60.0,235.0,3184.0,208.0,99.0,48.0,10260.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
74,2009,GYOR,1996,4208.2,446128.0,4227.0,21.0,63819.0,17605.0,15687.0,182403.0,1022.0,179601.0,1859.0,155450.0,216748.0,135659.0,34275.0,31221.0,172753.0,209.0,59.0,234.0,3184.0,209.0,106.0,47.0,14713.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
75,2010,GYOR,1863,4208.05,446329.0,3986.0,22.0,63315.0,17773.0,15796.0,183952.0,991.0,179056.0,1616.0,155401.0,217396.0,137573.0,34591.0,31148.0,175041.0,211.0,60.0,231.0,3202.0,211.0,110.0,50.0,13450.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
76,2011,GYOR,1737,4208.01,446930.0,3881.0,15.0,63232.0,22677.0,20081.0,188671.0,947.0,180369.0,1615.0,158691.0,216510.0,137388.0,34592.0,31146.0,174143.0,206.0,60.0,231.0,3202.0,211.0,109.0,50.0,10738.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
77,2012,GYOR,2354,4207.94,447922.0,4002.0,28.0,63515.0,24639.0,21241.0,189440.0,907.0,183837.0,2295.0,164028.0,218136.0,136617.0,34652.0,31188.0,176513.0,207.0,60.0,233.0,3185.0,212.0,103.0,48.0,11124.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
78,2013,GYOR,1696,4207.98,448500.0,3815.0,21.0,63724.0,23393.0,20364.0,190264.0,895.0,184344.0,1242.0,165190.0,218821.0,135733.0,34659.0,31203.0,0.0,201.0,58.0,235.0,3195.0,209.0,103.0,48.0,6319.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
79,2014,GYOR,1358,4208.18,449520.0,3961.0,22.0,64091.0,25798.0,23054.0,191202.0,872.0,184607.0,1402.0,168509.0,220427.0,137310.0,34672.0,31306.0,0.0,205.0,59.0,237.0,3225.0,208.0,103.0,48.0,5549.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
80,2005,HAJDU,4122,3637.23,325480.0,3027.0,18.0,49794.0,16242.0,16337.0,132641.0,1635.0,122555.0,861.0,67432.0,146799.0,107548.0,7373.0,6802.0,116768.0,157.0,37.0,199.0,2560.0,178.0,71.0,36.0,15505.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
81,2006,HAJDU,1762,3637.2,324080.0,2991.0,19.0,48900.0,17897.0,18141.0,133195.0,1579.0,123637.0,1194.0,70093.0,146662.0,109713.0,7457.0,6886.0,118849.0,151.0,34.0,203.0,2540.0,179.0,71.0,36.0,14911.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
82,2007,HAJDU,2863,3637.25,322605.0,2967.0,18.0,48066.0,17977.0,19294.0,133693.0,1560.0,124495.0,1269.0,77430.0,146371.0,111657.0,7556.0,6985.0,123605.0,154.0,36.0,195.0,2178.0,167.0,72.0,37.0,16686.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
83,2008,HAJDU,2287,3637.25,320659.0,2987.0,23.0,47350.0,13385.0,14524.0,134170.0,1487.0,125278.0,1023.0,80629.0,145752.0,112219.0,7630.0,7059.0,124200.0,160.0,37.0,193.0,2153.0,164.0,79.0,31.0,17750.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
84,2009,HAJDU,3386,3637.25,318337.0,2791.0,16.0,46537.0,12949.0,14166.0,134461.0,1402.0,126042.0,1195.0,84574.0,146360.0,112550.0,7641.0,7070.0,126164.0,155.0,37.0,192.0,2165.0,166.0,82.0,37.0,22664.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
85,2010,HAJDU,2034,3637.21,315739.0,2658.0,10.0,45839.0,12816.0,14343.0,134657.0,1289.0,126285.0,484.0,81559.0,145256.0,115906.0,7640.0,7069.0,124760.0,155.0,37.0,194.0,2165.0,162.0,83.0,37.0,21282.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
86,2011,HAJDU,2122,3637.19,313520.0,2643.0,12.0,45149.0,16277.0,17239.0,135150.0,1269.0,126437.0,506.0,82377.0,145986.0,111270.0,7641.0,7070.0,121359.0,153.0,37.0,190.0,2163.0,157.0,88.0,39.0,20652.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
87,2012,HAJDU,1880,3637.18,311253.0,2668.0,16.0,44381.0,16955.0,18215.0,135339.0,1194.0,125876.0,130.0,88298.0,147160.0,110475.0,7619.0,7054.0,120660.0,153.0,38.0,191.0,2173.0,155.0,83.0,40.0,20805.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
88,2013,HAJDU,2367,3637.18,309351.0,2605.0,16.0,43924.0,16012.0,17084.0,135419.0,1170.0,125860.0,146.0,96999.0,143569.0,106718.0,7622.0,7055.0,0.0,146.0,36.0,193.0,2173.0,154.0,80.0,40.0,14013.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
89,2014,HAJDU,1762,3637.19,307578.0,2777.0,13.0,43721.0,17214.0,17910.0,135489.0,1152.0,127401.0,168.0,100179.0,147655.0,106652.0,7622.0,7054.0,0.0,151.0,36.0,203.0,2188.0,151.0,79.0,42.0,14788.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
90,2005,HEVES,1841,6210.56,558411.0,5685.0,32.0,94889.0,20616.0,21655.0,219677.0,3434.0,207161.0,2479.0,109523.0,257879.0,154104.0,34474.0,34418.0,193941.0,258.0,90.0,298.0,4285.0,265.0,112.0,24.0,31914.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
91,2006,HEVES,1310,6210.57,556408.0,5551.0,23.0,92704.0,22841.0,24164.0,221004.0,3439.0,208810.0,2647.0,118306.0,259907.0,157656.0,34442.0,34386.0,199851.0,261.0,90.0,307.0,4290.0,273.0,112.0,26.0,33035.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
92,2007,HEVES,2973,6210.56,555592.0,5581.0,21.0,90768.0,24153.0,25202.0,222488.0,3125.0,211349.0,3025.0,138120.0,262427.0,159487.0,34394.0,34350.0,203942.0,260.0,86.0,307.0,3738.0,265.8,118.0,27.0,38745.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
93,2008,HEVES,1219,6210.5,554986.0,5550.0,20.0,89281.0,18374.0,20008.0,224150.0,3126.0,213773.0,2888.0,143629.0,263801.0,161485.0,34376.0,34334.0,207770.0,265.0,87.0,311.0,3713.0,273.0,124.0,23.0,38964.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
94,2009,HEVES,1614,6210.5,553761.0,5260.0,26.0,87618.0,18210.0,19514.0,225086.0,2961.0,215548.0,1962.0,146048.0,264738.0,167532.0,34342.0,34300.0,202934.0,265.0,88.0,310.0,3738.0,277.0,129.0,26.0,46767.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
95,2010,HEVES,916,6210.51,552292.0,4942.0,29.0,85522.0,17653.0,18913.0,225537.0,2964.0,215921.0,947.0,145110.0,264279.0,172033.0,34342.0,34300.0,201354.0,263.0,89.0,301.0,3738.0,279.0,134.0,25.0,47237.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
96,2011,HEVES,1778,6210.51,550939.0,4886.0,21.0,84047.0,21257.0,22881.0,230090.0,2855.0,216198.0,632.0,149908.0,262701.0,160005.0,34342.0,34310.0,200496.0,261.0,88.0,302.0,3738.0,281.0,139.0,25.0,44549.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
97,2012,HEVES,1374,6210.46,549949.0,4891.0,13.0,82994.0,21630.0,23624.0,230711.0,2861.0,216801.0,390.0,156827.0,262213.0,162427.0,34334.0,34140.0,200204.0,263.0,89.0,299.0,3583.0,274.0,133.0,26.0,46261.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
98,2013,HEVES,1144,6211.09,549515.0,4959.0,25.0,82228.0,21394.0,22664.0,230959.0,2841.0,217683.0,440.0,160445.0,261563.0,157363.0,34707.0,34142.0,0.0,255.0,86.0,289.0,3583.0,267.0,132.0,26.0,34420.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
99,2014,HEVES,1330,6208.58,548950.0,5382.0,18.0,81969.0,23097.0,25124.0,231585.0,2817.0,218000.0,473.0,161392.0,261579.0,160606.0,34739.0,34239.0,0.0,257.0,86.0,311.0,3583.0,266.0,132.0,24.0,32226.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
100,2005,JASZ,3486,5581.69,416196.0,3792.0,23.0,66545.0,16571.0,17970.0,170239.0,2371.0,161496.0,998.0,82909.0,193612.0,125720.0,8742.0,8756.0,140625.0,191.0,59.0,225.0,2675.0,196.5,83.0,26.0,20467.0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
101,2006,JASZ,2516,5581.7,413126.0,3938.0,10.0,64751.0,18052.0,20311.0,170804.0,2293.0,162188.0,1074.0,89950.0,194095.0,129303.0,8752.0,8739.0,150429.0,194.0,60.0,233.0,2699.0,195.0,83.0,25.0,19326.0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
102,2007,JASZ,1751,5581.7,409995.0,3822.0,23.0,63278.0,17678.0,20345.0,171436.0,2254.0,162867.0,1284.0,100184.0,194744.0,131242.0,8753.0,8734.0,153157.0,187.0,59.0,229.0,2495.0,184.0,85.0,26.0,21272.0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
103,2008,JASZ,1981,5581.61,407131.0,3831.0,22.0,61982.0,13714.0,16303.0,172241.0,2142.0,163857.0,1279.0,107236.0,195324.0,132287.0,8725.0,8708.0,153572.0,195.0,59.0,227.0,2503.0,188.0,90.0,24.0,23659.0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
104,2009,JASZ,2197,5581.61,404405.0,3774.0,28.0,60697.0,13378.0,15780.0,172747.0,2132.0,163989.0,1006.0,109268.0,195834.0,133545.0,8929.0,8924.0,152681.0,192.0,58.0,226.0,2534.0,193.0,95.0,25.0,29187.0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
105,2010,JASZ,2700,5581.61,401368.0,3319.0,29.0,59207.0,13449.0,15384.0,172958.0,2083.0,164503.0,1468.0,113277.0,194445.0,136553.0,8910.0,8892.0,151764.0,181.0,55.0,216.0,2514.0,184.0,99.0,26.0,29677.0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
106,2011,JASZ,2319,5581.6,398431.0,3230.0,14.0,57913.0,16940.0,18405.0,172340.0,1982.0,164311.0,583.0,114481.0,193845.0,132541.0,8922.0,8919.0,147502.0,186.0,54.0,226.0,2504.0,184.0,105.0,26.0,29539.0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
107,2012,JASZ,982,5581.6,395747.0,3459.0,21.0,57139.0,17401.0,18921.0,172378.0,2001.0,164588.0,397.0,117771.0,192403.0,131987.0,8925.0,8919.0,144232.0,189.0,54.0,228.0,2379.0,189.0,95.0,29.0,29596.0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
108,2013,JASZ,1558,5581.62,393312.0,3465.0,18.0,56551.0,17316.0,18484.0,172462.0,1897.0,165599.0,117.0,118566.0,192016.0,127593.0,8920.0,8920.0,0.0,185.0,55.0,221.0,2389.0,185.5,96.0,29.0,21304.0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
109,2014,JASZ,1844,5581.37,390915.0,3665.0,22.0,56304.0,17636.0,19353.0,172559.0,1637.0,165983.0,1029.0,120226.0,192272.0,129372.0,8869.0,8859.0,0.0,191.0,53.0,242.0,2202.0,182.5,96.0,30.0,19702.0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
110,2005,KOMAROM,2591,2265.08,317965.0,2974.0,19.0,48875.0,13880.0,13369.0,122534.0,315.0,116321.0,574.0,93297.0,155210.0,53117.0,37358.0,34379.0,116778.0,152.0,50.0,177.0,2048.0,146.5,63.0,17.0,9375.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
111,2006,KOMAROM,1434,2264.87,317451.0,2957.0,19.0,47869.0,16246.0,15281.0,123151.0,289.0,116431.0,765.0,94734.0,156622.0,55526.0,37337.0,34550.0,118594.0,150.0,49.0,176.0,2105.0,153.0,63.0,16.0,8066.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
112,2007,KOMAROM,1500,2264.67,317719.0,3014.0,24.0,47144.0,16828.0,16663.0,123826.0,265.0,117320.0,1577.0,98644.0,158389.0,56571.0,37414.0,34290.0,117317.0,150.0,49.0,172.0,1920.0,153.0,66.0,16.0,7513.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
113,2008,KOMAROM,1479,2264.63,317483.0,3032.0,22.0,46578.0,13607.0,13032.0,124468.0,260.0,118006.0,1042.0,99721.0,159299.0,57558.0,37262.0,33996.0,118160.0,151.0,50.0,180.0,1953.0,148.0,72.0,15.0,9396.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
114,2009,KOMAROM,1394,2264.63,316236.0,3004.0,13.0,45845.0,11861.0,12097.0,125079.0,248.0,118373.0,784.0,100249.0,160570.0,58105.0,37202.0,33963.0,114530.0,148.0,50.0,177.0,1923.0,150.0,73.0,19.0,16035.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
115,2010,KOMAROM,1555,2264.52,315203.0,2801.0,13.0,45217.0,11909.0,11978.0,125397.0,245.0,118624.0,340.0,100189.0,160125.0,59386.0,37191.0,33942.0,115969.0,142.0,48.0,170.0,1926.0,146.0,73.0,19.0,14500.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
116,2011,KOMAROM,1360,2264.35,314344.0,2655.0,6.0,44710.0,14719.0,14891.0,127464.0,282.0,118693.0,181.0,100325.0,159188.0,58727.0,37292.0,34009.0,114976.0,146.0,50.0,176.0,1950.0,148.0,73.0,19.0,12800.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
117,2012,KOMAROM,816,2264.34,313229.0,2848.0,16.0,44451.0,15081.0,15505.0,127681.0,269.0,118922.0,134.0,102881.0,159322.0,57577.0,37305.0,33945.0,114550.0,147.0,50.0,175.0,1843.0,145.0,70.0,21.0,14084.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
118,2013,KOMAROM,612,2264.32,312026.0,2665.0,16.0,44208.0,14026.0,14370.0,127758.0,242.0,118997.0,136.0,103074.0,159244.0,56522.0,37415.0,34010.0,0.0,148.0,49.0,173.0,1843.0,139.0,70.0,21.0,9734.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
119,2014,KOMAROM,645,2263.99,311155.0,2874.0,12.0,44249.0,15091.0,15467.0,127840.0,259.0,125282.0,96.0,115678.0,159730.0,56598.0,37419.0,33909.0,0.0,146.0,49.0,179.0,1843.0,135.5,70.0,20.0,8353.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
120,2005,NOGRAD,852,2545.56,217701.0,1914.0,8.0,33702.0,9260.0,9568.0,89255.0,1148.0,78485.0,744.0,51162.0,98148.0,50727.0,4302.0,4003.0,79088.0,107.0,26.0,144.0,1619.0,99.0,37.0,29.0,15242.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
121,2006,NOGRAD,1415,2545.51,216307.0,1961.0,13.0,32903.0,9909.0,10701.0,89519.0,988.0,79108.0,726.0,55466.0,97486.0,52596.0,4302.0,4003.0,79193.0,105.0,24.0,146.0,1622.0,98.0,38.0,28.0,15067.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
122,2007,NOGRAD,2039,2545.51,214439.0,1863.0,10.0,32080.0,10011.0,11597.0,89742.0,1076.0,79987.0,912.0,56089.0,97110.0,53689.0,4302.0,4003.0,79886.0,100.0,25.0,140.0,1474.0,98.0,39.0,33.0,16398.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
123,2008,NOGRAD,1135,2545.52,212644.0,1814.0,12.0,31360.0,7468.0,8966.0,89964.0,1026.0,80134.0,562.0,58122.0,97246.0,54465.0,3800.0,3783.0,79192.0,99.0,23.0,137.0,1442.0,94.0,40.0,27.0,17141.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
124,2009,NOGRAD,1255,2545.52,210848.0,1779.0,15.0,30530.0,7383.0,8906.0,90096.0,1001.0,80363.0,492.0,59725.0,97444.0,54773.0,3800.0,3783.0,78634.0,102.0,23.0,137.0,1455.0,96.0,42.0,31.0,20364.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
125,2010,NOGRAD,675,2545.48,208894.0,1668.0,8.0,29724.0,7696.0,9430.0,90206.0,1013.0,80733.0,231.0,60559.0,96340.0,55503.0,3920.0,3903.0,77940.0,100.0,23.0,133.0,1455.0,96.0,44.0,32.0,19523.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
126,2011,NOGRAD,742,2545.47,206875.0,1590.0,13.0,28995.0,9564.0,11076.0,89217.0,993.0,80400.0,148.0,60917.0,96510.0,53975.0,3920.0,3903.0,76706.0,106.0,22.0,129.0,1455.0,99.0,41.0,32.0,18890.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
127,2012,NOGRAD,1252,2545.47,205346.0,1630.0,13.0,28633.0,10412.0,11269.0,89285.0,979.0,80718.0,132.0,62947.0,97266.0,53602.0,3929.0,3950.0,76254.0,103.0,23.0,125.0,1440.0,93.0,38.0,30.0,20250.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
128,2013,NOGRAD,1248,2545.29,203811.0,1706.0,11.0,28224.0,8844.0,9898.0,89302.0,904.0,78378.0,104.0,61798.0,93451.0,51789.0,3934.0,3900.0,0.0,102.0,23.0,122.0,1440.0,93.0,37.0,30.0,11608.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
129,2014,NOGRAD,793,2544.23,201985.0,1686.0,6.0,27965.0,9441.0,10434.0,89236.0,949.0,78573.0,595.0,62284.0,91583.0,52000.0,3934.0,3900.0,0.0,105.0,21.0,128.0,1440.0,92.0,37.0,33.0,14281.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
130,2005,PEST,4707,6393.25,1157340.0,12238.0,54.0,196501.0,64359.0,50461.0,422759.0,3554.0,387988.0,5879.0,232599.0,560477.0,359424.0,20095.0,19766.0,372007.0,467.0,181.0,501.0,3591.0,493.5,205.0,51.0,19981.0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
131,2006,PEST,4848,6393.14,1174321.0,12882.0,65.0,198259.0,75832.0,58864.0,428953.0,3468.0,393191.0,8264.0,246242.0,569353.0,369818.0,19950.0,19782.0,383399.0,479.0,180.0,503.0,3624.0,512.0,209.0,54.0,20077.0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
