,Year,County,Cases,Area_km,Perm_pop,Live-births,Infant_deaths,Children,Internal_immigration,Internal_emmigration,Dwellings,Street_taps,HH_water_net,HH_water_net_CY,HH_sewer_net,HH_electric_net,HH_gas_net,HH_dist_heat_net,HH_hot_water_net,HH_trash_serv,Num_general_pract,Num_pediatrican,GP_Nurses,Hospital_Beds,Gyno_ped_nurses,Pharmacies,Branch_pharmacies,Job_seekers,BACS_adjacent,BARANYA_adjacent,BEKES_adjacent,BORSOD_adjacent,BUDAPEST_adjacent,CSONGRAD_adjacent,FEJER_adjacent,GYOR_adjacent,HAJDU_adjacent,HEVES_adjacent,JASZ_adjacent,KOMAROM_adjacent,NOGRAD_adjacent,PEST_adjacent,SOMOGY_adjacent,SZABOLCS_adjacent,TOLNA_adjacent,VAS_adjacent,VESZPREM_adjacent,ZALA_adjacent
132,2007,PEST,5943,6390.66,1196903.0,12520.0,68.0,200217.0,81401.0,64194.0,435455.0,3359.0,405307.0,11843.0,275101.0,565628.0,380762.0,19705.0,19524.0,392868.0,477.0,183.0,510.0,3500.0,515.0,234.0,51.0,22433.0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
133,2008,PEST,3521,6390.72,1216056.0,13282.0,70.0,202204.0,66662.0,50015.0,443387.0,3217.0,415191.0,10506.0,288334.0,561320.0,390488.0,19939.0,19765.0,403396.0,473.0,187.0,519.0,3500.0,525.0,248.0,52.0,25347.0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
134,2009,PEST,4304,6390.72,1229209.0,12937.0,49.0,203549.0,61356.0,48756.0,450340.0,3163.0,422661.0,7796.0,299665.0,570835.0,402916.0,19895.0,19723.0,410228.0,476.0,187.0,520.0,3500.0,541.0,259.0,54.0,39223.0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
135,2010,PEST,5288,6391.14,1237141.0,12427.0,63.0,203316.0,58091.0,50525.0,454805.0,2966.0,431130.0,3249.0,310194.0,579664.0,411876.0,19981.0,19809.0,417411.0,475.0,190.0,524.0,3500.0,537.0,273.0,52.0,40814.0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
136,2011,PEST,4522,6391.05,1244178.0,11828.0,44.0,203638.0,68390.0,61443.0,474780.0,3021.0,424957.0,2582.0,310717.0,581722.0,401984.0,19828.0,19584.0,420336.0,477.0,190.0,527.0,3368.0,558.0,273.0,52.0,40638.0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
137,2012,PEST,3907,6391.02,1249243.0,11915.0,41.0,204073.0,70216.0,65062.0,477388.0,3044.0,433365.0,2401.0,327654.0,529572.0,401360.0,19742.0,19498.0,427894.0,475.0,193.0,524.0,3299.0,547.0,260.0,50.0,41049.0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
138,2013,PEST,4608,6391.02,1253772.0,11563.0,42.0,204365.0,65823.0,61439.0,478662.0,3103.0,432342.0,2269.0,336975.0,524374.0,393095.0,19739.0,19566.0,0.0,475.0,191.0,526.0,3299.0,551.0,247.0,50.0,33223.0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
139,2014,PEST,3297,6390.31,1260120.0,11763.0,47.0,205423.0,72182.0,65549.0,480144.0,3436.0,436211.0,2619.0,349244.0,525140.0,396214.0,19780.0,19605.0,0.0,483.0,194.0,553.0,3299.0,540.5,263.0,52.0,34866.0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
140,2005,SOMOGY,1694,6065.08,337653.0,3057.0,11.0,51627.0,17258.0,17969.0,135983.0,572.0,130391.0,1821.0,79992.0,192454.0,95863.0,8229.0,7559.0,119160.0,176.0,41.0,202.0,2275.0,183.0,76.0,25.0,21141.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
141,2006,SOMOGY,2174,6065.07,336414.0,3033.0,21.0,50442.0,18801.0,19831.0,136794.0,557.0,131210.0,1135.0,81177.0,194493.0,97697.0,8229.0,7559.0,121240.0,179.0,39.0,196.0,2302.0,176.0,76.0,26.0,21979.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
142,2007,SOMOGY,1507,6065.07,334826.0,2862.0,21.0,49315.0,19368.0,20997.0,137570.0,553.0,132095.0,1138.0,83573.0,195705.0,99116.0,8230.0,7560.0,126069.0,177.0,39.0,200.0,2269.0,173.0,81.0,24.0,23853.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
143,2008,SOMOGY,1252,6065.07,333606.0,2792.0,15.0,48151.0,14684.0,16080.0,138186.0,510.0,132864.0,872.0,86088.0,196515.0,100267.0,8230.0,7559.0,129632.0,178.0,39.0,198.0,2241.0,175.0,87.0,33.0,24316.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
144,2009,SOMOGY,1476,6065.07,332043.0,2750.0,18.0,47059.0,14771.0,15441.0,138964.0,404.0,133976.0,1133.0,88113.0,198289.0,99978.0,8234.0,7565.0,129953.0,178.0,39.0,199.0,2239.0,175.0,85.0,28.0,28126.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
145,2010,SOMOGY,1299,6065.07,330300.0,2570.0,15.0,45948.0,14936.0,16056.0,139860.0,345.0,132331.0,215.0,87754.0,197877.0,102034.0,8194.0,7565.0,130595.0,174.0,38.0,199.0,2242.0,177.0,84.0,31.0,26910.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
146,2011,SOMOGY,1109,6065.07,328629.0,2520.0,13.0,45131.0,18091.0,18555.0,141260.0,348.0,131739.0,583.0,88758.0,196313.0,101741.0,8203.0,7542.0,130194.0,177.0,38.0,192.0,2307.0,175.0,84.0,32.0,24574.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
147,2012,SOMOGY,1464,6065.06,326951.0,2583.0,23.0,44354.0,18630.0,19206.0,141560.0,305.0,131969.0,542.0,90440.0,196926.0,101799.0,8204.0,7546.0,131687.0,177.0,38.0,196.0,2171.0,175.0,77.0,29.0,26036.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
148,2013,SOMOGY,1649,6065.06,325243.0,2537.0,25.0,43710.0,17511.0,18589.0,141759.0,342.0,132478.0,642.0,91744.0,197445.0,102916.0,8209.0,7531.0,0.0,177.0,38.0,199.0,2171.0,176.0,80.0,29.0,19920.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
149,2014,SOMOGY,788,6064.73,323465.0,2750.0,19.0,43361.0,18669.0,20115.0,142063.0,258.0,133287.0,367.0,94906.0,197445.0,103386.0,8203.0,7528.0,0.0,178.0,38.0,206.0,2171.0,173.0,80.0,29.0,19658.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
150,2005,SZABOLCS,1986,5936.5,592036.0,6347.0,52.0,109961.0,23055.0,25170.0,214891.0,7157.0,198150.0,3347.0,102159.0,240254.0,152242.0,19472.0,18862.0,188252.0,263.0,68.0,305.0,4066.0,334.0,119.0,62.0,43009.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151,2006,SZABOLCS,1636,5936.55,589699.0,6495.0,52.0,107898.0,25798.0,28596.0,216372.0,6834.0,200862.0,3433.0,109763.0,241673.0,155356.0,19885.0,19066.0,196012.0,262.0,69.0,297.0,4086.0,330.0,120.0,62.0,44495.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152,2007,SZABOLCS,2036,5936.55,587117.0,6246.0,38.0,105789.0,26153.0,30416.0,218010.0,6276.0,204318.0,3946.0,111509.0,243383.0,157353.0,19870.0,19086.0,198958.0,262.0,68.0,297.0,3908.0,329.0,130.0,60.0,52112.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
153,2008,SZABOLCS,1963,5936.54,584550.0,6210.0,29.0,103723.0,19686.0,25234.0,219326.0,6122.0,205102.0,1901.0,115233.0,243426.0,158216.0,19887.0,19076.0,196709.0,261.0,66.0,301.0,3908.0,319.0,143.0,55.0,56289.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
154,2009,SZABOLCS,1441,5936.54,582121.0,5944.0,30.0,101504.0,18748.0,23166.0,220230.0,6117.0,206156.0,2077.0,118853.0,243862.0,161233.0,19876.0,19079.0,194649.0,268.0,67.0,299.0,3908.0,321.0,149.0,63.0,61157.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,2010,SZABOLCS,921,5935.83,579554.0,5329.0,40.0,98856.0,19612.0,23897.0,220603.0,6011.0,204661.0,1052.0,120844.0,242287.0,166377.0,19873.0,19066.0,193604.0,265.0,67.0,303.0,3908.0,318.0,152.0,67.0,61480.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
156,2011,SZABOLCS,2219,5935.85,577420.0,5346.0,35.0,96431.0,23809.0,27116.0,218128.0,6020.0,205490.0,903.0,125060.0,240574.0,159955.0,19887.0,19077.0,194475.0,264.0,67.0,289.0,3908.0,320.0,152.0,68.0,57901.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157,2012,SZABOLCS,1010,5935.87,576738.0,5583.0,31.0,94432.0,25235.0,28281.0,218311.0,6102.0,205304.0,532.0,130941.0,238972.0,157795.0,19653.0,18854.0,193192.0,268.0,66.0,297.0,3505.0,311.0,150.0,64.0,60212.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
158,2013,SZABOLCS,1428,5935.82,578004.0,5574.0,26.0,93246.0,24695.0,27726.0,218524.0,5837.0,202882.0,516.0,129702.0,238452.0,150321.0,19635.0,18841.0,0.0,258.0,66.0,297.0,3523.0,314.0,139.0,64.0,45580.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
159,2014,SZABOLCS,944,5933.19,581453.0,5891.0,27.0,93316.0,26641.0,29919.0,218613.0,5694.0,202137.0,611.0,134370.0,238001.0,150053.0,19636.0,18844.0,0.0,256.0,66.0,316.0,3523.0,318.0,145.0,69.0,42062.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
160,2005,TOLNA,955,3703.18,247098.0,2120.0,12.0,37065.0,11040.0,11960.0,97685.0,1391.0,92323.0,496.0,52304.0,115251.0,50052.0,11162.0,11087.0,87791.0,117.0,38.0,148.0,1615.0,125.0,51.0,26.0,12959.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
161,2006,TOLNA,1919,3703.21,245229.0,2091.0,11.0,35916.0,12050.0,13277.0,97962.0,1596.0,92777.0,634.0,55555.0,116253.0,51099.0,11181.0,11109.0,88346.0,115.0,38.0,138.0,1654.0,128.0,51.0,26.0,11944.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
162,2007,TOLNA,1114,3703.27,243685.0,2109.0,12.0,34929.0,12221.0,13654.0,98286.0,1316.0,93114.0,914.0,56864.0,116322.0,51876.0,11178.0,11084.0,88784.0,119.0,39.0,151.0,1572.0,125.0,52.0,24.0,12687.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
163,2008,TOLNA,835,3703.23,242125.0,2118.0,6.0,34149.0,9210.0,10834.0,98575.0,1268.0,93611.0,609.0,57748.0,117367.0,51883.0,11178.0,11084.0,87959.0,124.0,39.0,150.0,1572.0,125.0,56.0,29.0,13540.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
164,2009,TOLNA,1332,3703.23,240623.0,2039.0,8.0,33505.0,8943.0,10370.0,98723.0,1040.0,93940.0,416.0,58949.0,117112.0,52214.0,11179.0,11077.0,87368.0,117.0,38.0,149.0,1572.0,128.0,61.0,26.0,16274.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
165,2010,TOLNA,1119,3703.16,238817.0,1857.0,11.0,32683.0,8865.0,10042.0,98843.0,913.0,95123.0,418.0,59766.0,116315.0,52049.0,11093.0,10982.0,89435.0,117.0,36.0,151.0,1572.0,131.0,62.0,25.0,15072.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
166,2011,TOLNA,767,3703.18,237118.0,1807.0,8.0,31931.0,11124.0,12003.0,98020.0,1025.0,94769.0,218.0,60205.0,115053.0,50659.0,11090.0,10938.0,90071.0,120.0,36.0,152.0,1572.0,132.0,64.0,25.0,13837.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
167,2012,TOLNA,397,3703.15,235622.0,1945.0,10.0,31566.0,11765.0,12346.0,98083.0,1054.0,94902.0,102.0,62227.0,115519.0,47648.0,11088.0,10955.0,88745.0,113.0,35.0,151.0,1522.0,131.0,61.0,23.0,14763.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
168,2013,TOLNA,1579,3703.16,234202.0,1915.0,14.0,31337.0,10701.0,11467.0,98125.0,1306.0,93839.0,79.0,61822.0,115330.0,48049.0,11075.0,10942.0,0.0,113.0,35.0,149.0,1522.0,132.0,60.0,23.0,10877.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
169,2014,TOLNA,607,3703.03,232683.0,1976.0,11.0,31193.0,11902.0,12516.0,98180.0,1013.0,94614.0,272.0,64666.0,115381.0,47662.0,10967.0,10833.0,0.0,113.0,35.0,151.0,1522.0,132.0,60.0,24.0,9584.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
170,2005,VAS,2099,3336.13,266458.0,2228.0,12.0,38701.0,11459.0,11463.0,106871.0,819.0,103310.0,1534.0,67533.0,125005.0,67988.0,15971.0,9866.0,95739.0,144.0,42.0,156.0,1905.0,152.0,43.0,19.0,8529.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
171,2006,VAS,1623,3336.13,265686.0,2263.0,13.0,37815.0,12054.0,12242.0,107765.0,830.0,104386.0,1263.0,70953.0,126274.0,69884.0,16134.0,9754.0,96649.0,141.0,41.0,154.0,1905.0,150.0,42.0,20.0,7173.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
172,2007,VAS,760,3336.11,264791.0,2226.0,15.0,36997.0,12275.0,12527.0,108599.0,816.0,105275.0,1215.0,72575.0,128026.0,70834.0,15907.0,9842.0,98623.0,145.0,40.0,158.0,1824.0,145.0,44.0,19.0,7953.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
173,2008,VAS,610,3336.1,264165.0,2214.0,18.0,36305.0,9202.0,9333.0,109386.0,788.0,106211.0,1172.0,74135.0,129428.0,71844.0,16040.0,9964.0,99132.0,143.0,39.0,152.0,1824.0,140.0,52.0,26.0,8395.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
174,2009,VAS,2059,3336.1,263063.0,2117.0,18.0,35518.0,8628.0,9002.0,110069.0,757.0,107411.0,1356.0,77802.0,129142.0,72592.0,15708.0,9887.0,98905.0,140.0,39.0,153.0,1824.0,137.0,53.0,22.0,12982.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
175,2010,VAS,672,3336.14,261695.0,2018.0,15.0,34704.0,8753.0,9296.0,110485.0,758.0,107647.0,313.0,79411.0,129243.0,73686.0,15733.0,9892.0,98614.0,139.0,40.0,151.0,1814.0,137.0,55.0,24.0,10406.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
176,2011,VAS,905,3336.1,260355.0,1826.0,11.0,33973.0,11557.0,11053.0,110096.0,754.0,107454.0,234.0,79909.0,127820.0,72915.0,15727.0,9814.0,98948.0,135.0,36.0,147.0,1826.0,136.0,50.0,24.0,8294.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
177,2012,VAS,1144,3336.11,258955.0,1976.0,12.0,33605.0,12112.0,11698.0,110272.0,712.0,107641.0,206.0,83473.0,128702.0,72210.0,15502.0,9731.0,99360.0,136.0,36.0,148.0,1832.0,141.0,48.0,21.0,8594.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
178,2013,VAS,1001,3336.11,257718.0,1962.0,7.0,33425.0,11529.0,11028.0,110449.0,713.0,107856.0,198.0,84291.0,128803.0,71214.0,15499.0,9729.0,0.0,136.0,36.0,149.0,1867.0,143.0,47.0,21.0,6489.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
179,2014,VAS,855,3335.97,256427.0,1970.0,13.0,33210.0,12935.0,12236.0,110682.0,689.0,108199.0,317.0,85219.0,129091.0,71767.0,15500.0,9741.0,0.0,134.0,37.0,160.0,1867.0,141.0,47.0,20.0,5558.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
180,2005,VESZPREM,2916,4463.55,368659.0,3277.0,17.0,54737.0,18961.0,19291.0,144794.0,976.0,143037.0,1249.0,107131.0,204748.0,90382.0,23809.0,21160.0,129823.0,185.0,53.0,212.0,3213.0,190.0,76.0,50.0,12832.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
181,2006,VESZPREM,3679,4463.66,367707.0,3317.0,14.0,53360.0,20875.0,21304.0,145611.0,947.0,143561.0,928.0,112077.0,205000.0,92372.0,23273.0,20692.0,130392.0,180.0,53.0,205.0,3233.0,192.0,76.0,47.0,13485.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
182,2007,VESZPREM,2270,4463.61,366933.0,3220.0,10.0,52324.0,21477.0,22545.0,146994.0,838.0,144466.0,1642.0,116632.0,207038.0,94021.0,23348.0,20761.0,132146.0,181.0,52.0,208.0,3101.0,190.0,84.0,46.0,14053.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
183,2008,VESZPREM,1784,4463.63,366090.0,3326.0,15.0,51407.0,16457.0,16870.0,147849.0,806.0,145366.0,994.0,118507.0,206973.0,95697.0,22457.0,20653.0,131328.0,179.0,50.0,200.0,3101.0,183.0,87.0,48.0,16957.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
184,2009,VESZPREM,1232,4463.63,364881.0,3213.0,10.0,50748.0,15434.0,16045.0,148473.0,734.0,146034.0,823.0,120974.0,209533.0,96761.0,22331.0,20554.0,133763.0,179.0,48.0,201.0,3101.0,182.0,91.0,40.0,22380.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
185,2010,VESZPREM,2504,4463.65,363262.0,2934.0,17.0,49583.0,15408.0,16234.0,148807.0,668.0,146108.0,493.0,121186.0,209549.0,99797.0,22349.0,20551.0,133470.0,174.0,47.0,194.0,3101.0,188.0,93.0,42.0,19590.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
186,2011,VESZPREM,2379,4463.65,361779.0,2874.0,19.0,48827.0,19736.0,20165.0,150078.0,668.0,145519.0,433.0,121600.0,208410.0,97288.0,22350.0,20553.0,133946.0,175.0,48.0,196.0,3101.0,181.0,91.0,42.0,16794.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
187,2012,VESZPREM,1487,4463.72,360480.0,2983.0,23.0,48395.0,20247.0,20466.0,150308.0,680.0,146833.0,395.0,123812.0,209134.0,95846.0,22328.0,20541.0,133801.0,171.0,47.0,190.0,2903.0,181.5,81.0,35.0,17190.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
188,2013,VESZPREM,1427,4463.67,359103.0,2867.0,12.0,48082.0,19141.0,19704.0,150425.0,730.0,147277.0,475.0,124457.0,208966.0,96537.0,22312.0,20525.0,0.0,170.0,45.0,186.0,2898.0,178.0,87.0,35.0,13143.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
189,2014,VESZPREM,1534,4462.9,357539.0,2927.0,13.0,48067.0,20430.0,20812.0,150613.0,700.0,147554.0,420.0,125270.0,209053.0,95767.0,22322.0,20526.0,0.0,167.0,48.0,194.0,2903.0,178.0,85.0,35.0,10244.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
190,2005,ZALA,1591,3784.13,295387.0,2437.0,14.0,40753.0,12958.0,13158.0,122725.0,246.0,118203.0,2528.0,79570.0,164114.0,94543.0,1181.0,1023.0,110730.0,151.0,38.0,215.0,2717.0,168.5,62.0,34.0,13534.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
191,2006,ZALA,1648,3783.98,294830.0,2536.0,11.0,39892.0,14545.0,15033.0,123612.0,246.0,118452.0,1127.0,81097.0,166153.0,95757.0,1180.0,1022.0,113131.0,148.0,37.0,202.0,2658.0,169.0,64.0,35.0,12846.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
192,2007,ZALA,1236,3784.01,294297.0,2397.0,13.0,38998.0,15386.0,16093.0,124390.0,248.0,118735.0,1135.0,82333.0,167134.0,97065.0,1180.0,1022.0,113302.0,148.0,37.0,202.0,2148.0,168.0,68.0,36.0,13632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
193,2008,ZALA,530,3784.01,293723.0,2520.0,11.0,38585.0,11380.0,11882.0,125531.0,246.0,119454.0,1587.0,85017.0,168621.0,97786.0,1180.0,1022.0,118803.0,147.0,37.0,198.0,2220.0,166.0,74.0,29.0,14620.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
194,2009,ZALA,909,3784.01,292176.0,2334.0,8.0,37708.0,10898.0,11859.0,126038.0,335.0,119568.0,1102.0,87772.0,169045.0,98677.0,1180.0,1022.0,121113.0,146.0,35.0,196.0,2132.0,167.0,73.0,32.0,19010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
195,2010,ZALA,998,3783.89,290762.0,2154.0,7.0,36905.0,11724.0,11897.0,126325.0,517.0,118754.0,294.0,88380.0,168065.0,101695.0,1180.0,1022.0,121300.0,147.0,35.0,196.0,2108.0,169.0,75.0,35.0,17541.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
196,2011,ZALA,1296,3783.88,289180.0,2144.0,6.0,36238.0,14439.0,14627.0,127172.0,507.0,119006.0,857.0,89015.0,166310.0,99083.0,1192.0,1034.0,120503.0,146.0,35.0,189.0,2098.0,171.0,67.0,35.0,15173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
197,2012,ZALA,802,3783.91,287719.0,2128.0,13.0,35777.0,14580.0,14692.0,127322.0,388.0,119576.0,475.0,92066.0,167846.0,97736.0,1192.0,1034.0,119942.0,146.0,34.0,193.0,2031.0,165.0,64.0,34.0,16216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
198,2013,ZALA,475,3783.9,286331.0,2068.0,6.0,35382.0,13350.0,13963.0,127413.0,385.0,119391.0,630.0,92955.0,167717.0,98833.0,1192.0,1034.0,0.0,146.0,34.0,196.0,2041.0,163.0,64.0,33.0,13841.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
199,2014,ZALA,889,3783.54,285000.0,2190.0,9.0,35278.0,14818.0,15302.0,127564.0,369.0,119414.0,461.0,94602.0,167825.0,98047.0,1192.0,1034.0,0.0,144.0,35.0,198.0,2041.0,162.0,62.0,30.0,11094.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
